delta,local_std,local_stability,k_delta
2.7520000000e+00,2.8502495811e-16,2.8502495811e-16,1.3217611295e+01
2.7540000000e+00,2.8747156915e-16,2.8747156915e-16,1.3214455070e+01
2.7560000000e+00,2.5875147970e-16,2.5875147970e-16,1.3253322851e+01
2.7580000000e+00,2.7705064972e-16,2.7705064972e-16,1.3228089833e+01
2.7600000000e+00,2.0971703924e-16,2.0971703924e-16,1.3330909622e+01
2.7620000000e+00,2.0971703924e-16,2.0971703924e-16,1.3330909622e+01
2.7640000000e+00,2.0971703924e-16,2.0971703924e-16,1.3330909622e+01
2.7660000000e+00,2.0498851113e-16,2.0498851113e-16,1.3339330905e+01
2.7680000000e+00,1.8181298421e-16,1.8181298421e-16,1.3383634122e+01
2.7700000000e+00,1.5156217107e-16,1.5156217107e-16,1.3450834755e+01
2.7720000000e+00,1.5966311121e-16,1.5966311121e-16,1.3431606851e+01
2.7740000000e+00,2.1564427637e-16,2.1564427637e-16,1.3320617719e+01
2.7760000000e+00,1.9732917114e-16,1.9732917114e-16,1.3353392934e+01
2.7780000000e+00,1.9518810412e-16,1.9518810412e-16,1.3357421487e+01
2.7800000000e+00,1.8936027533e-16,1.8936027533e-16,1.3368614895e+01
2.7820000000e+00,1.8562499172e-16,1.8562499172e-16,1.3375971832e+01
2.7840000000e+00,2.1171122394e-16,2.1171122394e-16,1.3327414855e+01
2.7860000000e+00,2.1499376425e-16,2.1499376425e-16,1.3321733340e+01
2.7880000000e+00,2.1499376425e-16,2.1499376425e-16,1.3321733340e+01
2.7900000000e+00,2.1038386776e-16,2.1038386776e-16,1.3329737335e+01
2.7920000000e+00,2.1237179099e-16,2.1237179099e-16,1.3326264480e+01
2.7940000000e+00,2.3070695759e-16,2.3070695759e-16,1.3295685337e+01
2.7960000000e+00,2.0770370905e-16,2.0770370905e-16,1.3334471817e+01
2.7980000000e+00,2.5603056834e-16,2.5603056834e-16,1.3257226478e+01
2.8000000000e+00,2.6463902992e-16,2.6463902992e-16,1.3245014776e+01
2.8020000000e+00,2.6883991199e-16,2.6883991199e-16,1.3239199029e+01
2.8040000000e+00,2.6463902992e-16,2.6463902992e-16,1.3245014776e+01
2.8060000000e+00,2.8255716310e-16,2.8255716310e-16,1.3220822414e+01
2.8080000000e+00,2.6674774079e-16,2.6674774079e-16,1.3242084005e+01
2.8100000000e+00,2.5161591724e-16,2.5161591724e-16,1.3263649201e+01
2.8120000000e+00,2.4254567729e-16,2.4254567729e-16,1.3277206459e+01
2.8140000000e+00,2.7039841729e-16,2.7039841729e-16,1.3237064501e+01
2.8160000000e+00,2.5929223574e-16,2.5929223574e-16,1.3252551932e+01
2.8180000000e+00,2.5548290874e-16,2.5548290874e-16,1.3258017206e+01
2.8200000000e+00,2.4768856041e-16,2.4768856041e-16,1.3269458412e+01
2.8220000000e+00,2.4138793475e-16,2.4138793475e-16,1.3278973312e+01
2.8240000000e+00,2.2887833993e-16,2.2887833993e-16,1.3298623882e+01
2.8260000000e+00,2.6144407542e-16,2.6144407542e-16,1.3249500050e+01
2.8280000000e+00,2.5217197519e-16,2.5217197519e-16,1.3262834036e+01
2.8300000000e+00,2.5929223574e-16,2.5929223574e-16,1.3252551932e+01
2.8320000000e+00,2.6090777931e-16,2.6090777931e-16,1.3250258304e+01
2.8340000000e+00,2.5875147970e-16,2.5875147970e-16,1.3253322851e+01
2.8360000000e+00,2.5272680969e-16,2.5272680969e-16,1.3262022453e+01
2.8380000000e+00,2.5493407265e-16,2.5493407265e-16,1.3258811335e+01
2.8400000000e+00,2.5493407265e-16,2.5493407265e-16,1.3258811335e+01
2.8420000000e+00,2.3905562948e-16,2.3905562948e-16,1.3282558564e+01
2.8440000000e+00,2.4541614025e-16,2.4541614025e-16,1.3272861913e+01
2.8460000000e+00,3.0266190962e-16,3.0266190962e-16,1.3195440501e+01
2.8480000000e+00,2.7956705606e-16,2.7956705606e-16,1.3224750960e+01
2.8500000000e+00,2.6516777976e-16,2.6516777976e-16,1.3244277710e+01
2.8520000000e+00,2.5929223574e-16,2.5929223574e-16,1.3252551932e+01
2.8540000000e+00,2.6779586955e-16,2.6779586955e-16,1.3240635883e+01
2.8560000000e+00,2.6936041569e-16,2.6936041569e-16,1.3238484774e+01
2.8580000000e+00,2.6569547736e-16,2.6569547736e-16,1.3243543575e+01
2.8600000000e+00,2.6516777976e-16,2.6516777976e-16,1.3244277710e+01
2.8620000000e+00,2.6516777976e-16,2.6516777976e-16,1.3244277710e+01
2.8640000000e+00,2.5712238809e-16,2.5712238809e-16,1.3255655109e+01
2.8660000000e+00,2.5217197519e-16,2.5217197519e-16,1.3262834036e+01
2.8680000000e+00,2.0292827280e-16,2.0292827280e-16,1.3343061025e+01
2.8700000000e+00,2.0498851113e-16,2.0498851113e-16,1.3339330905e+01
2.8720000000e+00,1.8410966031e-16,1.8410966031e-16,1.3378998698e+01
2.8740000000e+00,1.6820719880e-16,1.6820719880e-16,1.3412356652e+01
2.8760000000e+00,1.8410966031e-16,1.8410966031e-16,1.3378998698e+01
2.8780000000e+00,1.7633778488e-16,1.7633778488e-16,1.3394925349e+01
2.8800000000e+00,1.9229626864e-16,1.9229626864e-16,1.3362933379e+01
2.8820000000e+00,2.1629283205e-16,2.1629283205e-16,1.3319508799e+01
2.8840000000e+00,2.0904808366e-16,2.0904808366e-16,1.3332089401e+01
2.8860000000e+00,2.0292827280e-16,2.0292827280e-16,1.3343061025e+01
2.8880000000e+00,2.0770370905e-16,2.0770370905e-16,1.3334471817e+01
2.8900000000e+00,2.7502094730e-16,2.7502094730e-16,1.3230805098e+01
2.8920000000e+00,2.7502094730e-16,2.7502094730e-16,1.3230805098e+01
2.8940000000e+00,2.7246255730e-16,2.7246255730e-16,1.3234256314e+01
2.8960000000e+00,2.5983186636e-16,2.5983186636e-16,1.3251784219e+01
2.8980000000e+00,2.5983186636e-16,2.5983186636e-16,1.3251784219e+01
2.9000000000e+00,2.5820959119e-16,2.5820959119e-16,1.3254097001e+01
2.9020000000e+00,2.4022461263e-16,2.4022461263e-16,1.3280757235e+01
2.9040000000e+00,2.2765110138e-16,2.2765110138e-16,1.3300609220e+01
2.9060000000e+00,2.2641721098e-16,2.2641721098e-16,1.3302616139e+01
2.9080000000e+00,2.2330265808e-16,2.2330265808e-16,1.3307731000e+01
2.9100000000e+00,2.1499376425e-16,2.1499376425e-16,1.3321733340e+01
2.9120000000e+00,1.4876385954e-16,1.4876385954e-16,1.3457716347e+01
2.9140000000e+00,2.2641721098e-16,2.2641721098e-16,1.3302616139e+01
2.9160000000e+00,2.7805994505e-16,2.7805994505e-16,1.3226747030e+01
2.9180000000e+00,2.7805994505e-16,2.7805994505e-16,1.3226747030e+01
2.9200000000e+00,2.6987991553e-16,2.6987991553e-16,1.3237773272e+01
2.9220000000e+00,2.8404041300e-16,2.8404041300e-16,1.3218889049e+01
2.9240000000e+00,2.6987991553e-16,2.6987991553e-16,1.3237773272e+01
2.9260000000e+00,2.7451117680e-16,2.7451117680e-16,1.3231490200e+01
2.9280000000e+00,2.7705064972e-16,2.7705064972e-16,1.3228089833e+01
2.9300000000e+00,2.7705064972e-16,2.7705064972e-16,1.3228089833e+01
2.9320000000e+00,2.7246255730e-16,2.7246255730e-16,1.3234256314e+01
2.9340000000e+00,2.7246255730e-16,2.7246255730e-16,1.3234256314e+01
2.9360000000e+00,1.6820719880e-16,1.6820719880e-16,1.3412356652e+01
2.9380000000e+00,1.2636340485e-16,1.2636340485e-16,1.3517980478e+01
2.9400000000e+00,1.2746703632e-16,1.2746703632e-16,1.3514769359e+01
2.9420000000e+00,1.4003381208e-16,1.4003381208e-16,1.3480048395e+01
2.9440000000e+00,1.9803771623e-16,1.9803771623e-16,1.3352069382e+01
2.9460000000e+00,1.9446917680e-16,1.9446917680e-16,1.3358784111e+01
2.9480000000e+00,2.3610785176e-16,2.3610785176e-16,1.3287140305e+01
2.9500000000e+00,2.4484473985e-16,2.4484473985e-16,1.3273722682e+01
2.9520000000e+00,2.5328042878e-16,2.5328042878e-16,1.3261214423e+01
2.9540000000e+00,2.6197927368e-16,2.6197927368e-16,1.3248744897e+01
2.9560000000e+00,3.1312512295e-16,3.1312512295e-16,1.3182890330e+01
2.9580000000e+00,3.0679871075e-16,3.0679871075e-16,1.3190427486e+01
2.9600000000e+00,2.9038029316e-16,2.9038029316e-16,1.3210737467e+01
2.9620000000e+00,3.4014094769e-16,3.4014094769e-16,1.3152330624e+01
2.9640000000e+00,3.3890331734e-16,3.3890331734e-16,1.3153676690e+01
2.9660000000e+00,3.3306690739e-16,3.3306690739e-16,1.3160091444e+01
2.9680000000e+00,3.3138048183e-16,3.3138048183e-16,1.3161965924e+01
2.9700000000e+00,3.1579764757e-16,3.1579764757e-16,1.3179751988e+01
2.9720000000e+00,2.9326016819e-16,2.9326016819e-16,1.3207093243e+01
2.9740000000e+00,2.9086225249e-16,2.9086225249e-16,1.3210125079e+01
2.9760000000e+00,2.8941396671e-16,2.8941396671e-16,1.3211968369e+01
2.9780000000e+00,2.6463902992e-16,2.6463902992e-16,1.3245014776e+01
2.9800000000e+00,2.5712238809e-16,2.5712238809e-16,1.3255655109e+01
2.9820000000e+00,2.5983186636e-16,2.5983186636e-16,1.3251784219e+01
2.9840000000e+00,1.5789882379e-16,1.5789882379e-16,1.3435710013e+01
2.9860000000e+00,1.7068704556e-16,1.7068704556e-16,1.3406952324e+01
2.9880000000e+00,1.7068704556e-16,1.7068704556e-16,1.3406952324e+01
2.9900000000e+00,1.7068704556e-16,1.7068704556e-16,1.3406952324e+01
2.9920000000e+00,1.7377739073e-16,1.7377739073e-16,1.3400326383e+01
2.9940000000e+00,1.8224047830e-16,1.8224047830e-16,1.3382766883e+01
2.9960000000e+00,1.3597399555e-16,1.3597399555e-16,1.3490912392e+01
2.9980000000e+00,1.3758321128e-16,1.3758321128e-16,1.3486567846e+01
3.0000000000e+00,1.1775693440e-16,1.1775693440e-16,1.3544028481e+01
